model,layer,pos,prob,example_id
base,36,38,0.068575918674469,60
base,36,39,0.06871283799409866,60
base,36,40,0.06832795590162277,60
base,36,41,0.06871914863586426,60
base,36,42,0.06871040165424347,60
base,36,43,0.06880547851324081,60
base,36,44,0.06867962330579758,60
base,36,45,0.06873875111341476,60
base,36,46,0.0687299519777298,60
base,36,47,0.06866707652807236,60
base,36,48,0.06871466338634491,60
base,36,49,0.068771593272686,60
base,36,50,0.06868625432252884,60
base,36,51,0.06863349676132202,60
base,36,52,0.06869491934776306,60
base,36,53,0.06869886070489883,60
base,36,54,0.06877018511295319,60
base,36,55,0.06826025992631912,60
base,36,56,0.06873814761638641,60
base,36,57,0.06700993329286575,60
base,40,38,0.06857072561979294,60
base,40,39,0.06870681792497635,60
base,40,40,0.06850846856832504,60
base,40,41,0.06867539137601852,60
base,40,42,0.06874222308397293,60
base,40,43,0.0687943696975708,60
base,40,44,0.0687270388007164,60
base,40,45,0.06867062300443649,60
base,40,46,0.06849393993616104,60
base,40,47,0.06869486719369888,60
base,40,48,0.0686841756105423,60
base,40,49,0.06889846920967102,60
base,40,50,0.0686957836151123,60
base,40,51,0.06859927624464035,60
base,40,52,0.0686880573630333,60
base,40,53,0.06870059669017792,60
base,40,54,0.06878665089607239,60
base,40,55,0.06845042109489441,60
base,40,56,0.06861210614442825,60
base,40,57,0.06788145005702972,60
base,44,38,0.06854834407567978,60
base,44,39,0.06870706379413605,60
base,44,40,0.06871502846479416,60
base,44,41,0.06861849874258041,60
base,44,42,0.0686982274055481,60
base,44,43,0.06873242557048798,60
base,44,44,0.06870481371879578,60
base,44,45,0.06864261627197266,60
base,44,46,0.06861304491758347,60
base,44,47,0.06869649887084961,60
base,44,48,0.06867194920778275,60
base,44,49,0.06882011145353317,60
base,44,50,0.06870818138122559,60
base,44,51,0.06861922144889832,60
base,44,52,0.06868834793567657,60
base,44,53,0.06869485229253769,60
base,44,54,0.0687379464507103,60
base,44,55,0.0685838833451271,60
base,44,56,0.06865686923265457,60
base,44,57,0.06773819029331207,60
fine_tuned,0,38,0.012950878590345383,60
fine_tuned,0,39,0.013012944720685482,60
fine_tuned,0,40,0.012926113791763783,60
fine_tuned,0,41,0.012958546169102192,60
fine_tuned,0,42,0.012974786572158337,60
fine_tuned,0,43,0.013081514276564121,60
fine_tuned,0,44,0.013100122101604939,60
fine_tuned,0,45,0.01291909534484148,60
fine_tuned,0,46,0.012914051301777363,60
fine_tuned,0,47,0.01293068565428257,60
fine_tuned,0,48,0.01292575802654028,60
fine_tuned,0,49,0.012938176281750202,60
fine_tuned,0,50,0.012947041541337967,60
fine_tuned,0,51,0.012970036827027798,60
fine_tuned,0,52,0.012916982173919678,60
fine_tuned,0,53,0.012954465113580227,60
fine_tuned,0,54,0.012875927612185478,60
fine_tuned,0,55,0.013025006279349327,60
fine_tuned,0,56,0.012943434529006481,60
fine_tuned,0,57,0.012900816276669502,60
fine_tuned,4,38,0.012967238202691078,60
fine_tuned,4,39,0.013036061078310013,60
fine_tuned,4,40,0.012935659848153591,60
fine_tuned,4,41,0.013116992078721523,60
fine_tuned,4,42,0.012932397425174713,60
fine_tuned,4,43,0.013030219823122025,60
fine_tuned,4,44,0.013089189305901527,60
fine_tuned,4,45,0.012905938550829887,60
fine_tuned,4,46,0.012930563651025295,60
fine_tuned,4,47,0.012919217348098755,60
fine_tuned,4,48,0.012909221462905407,60
fine_tuned,4,49,0.012943136505782604,60
fine_tuned,4,50,0.012944848276674747,60
fine_tuned,4,51,0.012937706895172596,60
fine_tuned,4,52,0.012955781072378159,60
fine_tuned,4,53,0.01294041983783245,60
fine_tuned,4,54,0.012542478740215302,60
fine_tuned,4,55,0.012979892082512379,60
fine_tuned,4,56,0.012885219417512417,60
fine_tuned,4,57,0.012888585217297077,60
fine_tuned,8,38,0.012962021864950657,60
fine_tuned,8,39,0.013026280328631401,60
fine_tuned,8,40,0.012939720414578915,60
fine_tuned,8,41,0.013156946748495102,60
fine_tuned,8,42,0.013054478913545609,60
fine_tuned,8,43,0.012869811616837978,60
fine_tuned,8,44,0.013230608776211739,60
fine_tuned,8,45,0.012731441296637058,60
fine_tuned,8,46,0.012970654293894768,60
fine_tuned,8,47,0.012924465350806713,60
fine_tuned,8,48,0.012942765839397907,60
fine_tuned,8,49,0.012956397607922554,60
fine_tuned,8,50,0.012946532107889652,60
fine_tuned,8,51,0.012939789332449436,60
fine_tuned,8,52,0.012827892787754536,60
fine_tuned,8,53,0.012961185537278652,60
fine_tuned,8,54,0.011697874404489994,60
fine_tuned,8,55,0.012897302396595478,60
fine_tuned,8,56,0.012990819290280342,60
fine_tuned,8,57,0.012664465233683586,60
fine_tuned,12,38,0.012886082753539085,60
fine_tuned,12,39,0.013093146495521069,60
fine_tuned,12,40,0.012845329008996487,60
fine_tuned,12,41,0.01320001482963562,60
fine_tuned,12,42,0.012966183945536613,60
fine_tuned,12,43,0.013059024699032307,60
fine_tuned,12,44,0.013064030557870865,60
fine_tuned,12,45,0.012802035547792912,60
fine_tuned,12,46,0.012936918996274471,60
fine_tuned,12,47,0.012930136173963547,60
fine_tuned,12,48,0.012906382791697979,60
fine_tuned,12,49,0.012936885468661785,60
fine_tuned,12,50,0.012942851521074772,60
fine_tuned,12,51,0.012965402565896511,60
fine_tuned,12,52,0.012895278632640839,60
fine_tuned,12,53,0.01296654250472784,60
fine_tuned,12,54,0.011125837452709675,60
fine_tuned,12,55,0.012963403016328812,60
fine_tuned,12,56,0.013281400315463543,60
fine_tuned,12,57,0.012765801511704922,60
fine_tuned,16,38,0.012783917598426342,60
fine_tuned,16,39,0.013045490719377995,60
fine_tuned,16,40,0.012333442457020283,60
fine_tuned,16,41,0.013103016652166843,60
fine_tuned,16,42,0.01262544747442007,60
fine_tuned,16,43,0.01321365311741829,60
fine_tuned,16,44,0.01313387043774128,60
fine_tuned,16,45,0.013439570553600788,60
fine_tuned,16,46,0.012978047132492065,60
fine_tuned,16,47,0.012938019819557667,60
fine_tuned,16,48,0.012879743240773678,60
fine_tuned,16,49,0.01294375117868185,60
fine_tuned,16,50,0.012950112111866474,60
fine_tuned,16,51,0.012943646870553493,60
fine_tuned,16,52,0.012590101920068264,60
fine_tuned,16,53,0.012745236046612263,60
fine_tuned,16,54,0.009486895985901356,60
fine_tuned,16,55,0.013015192933380604,60
fine_tuned,16,56,0.013060366734862328,60
fine_tuned,16,57,0.012605752795934677,60
fine_tuned,20,38,0.012794430367648602,60
fine_tuned,20,39,0.013191992416977882,60
fine_tuned,20,40,0.012364841066300869,60
fine_tuned,20,41,0.013040111400187016,60
fine_tuned,20,42,0.012901488691568375,60
fine_tuned,20,43,0.014360912144184113,60
fine_tuned,20,44,0.013312913477420807,60
fine_tuned,20,45,0.014068080112338066,60
fine_tuned,20,46,0.012956876307725906,60
fine_tuned,20,47,0.012935630045831203,60
fine_tuned,20,48,0.012912322767078876,60
fine_tuned,20,49,0.01295479852706194,60
fine_tuned,20,50,0.012950586155056953,60
fine_tuned,20,51,0.012878541834652424,60
fine_tuned,20,52,0.01258924975991249,60
fine_tuned,20,53,0.012631354853510857,60
fine_tuned,20,54,0.010095071978867054,60
fine_tuned,20,55,0.010973287746310234,60
fine_tuned,20,56,0.012925270013511181,60
fine_tuned,20,57,0.013696020469069481,60
fine_tuned,24,38,0.01286930963397026,60
fine_tuned,24,39,0.013327345252037048,60
fine_tuned,24,40,0.011700969189405441,60
fine_tuned,24,41,0.013186917640268803,60
fine_tuned,24,42,0.012953023426234722,60
fine_tuned,24,43,0.013850000686943531,60
fine_tuned,24,44,0.013351818546652794,60
fine_tuned,24,45,0.013549866154789925,60
fine_tuned,24,46,0.012928212992846966,60
fine_tuned,24,47,0.012939407490193844,60
fine_tuned,24,48,0.01293687429279089,60
fine_tuned,24,49,0.012961193919181824,60
fine_tuned,24,50,0.012950415723025799,60
fine_tuned,24,51,0.012848756276071072,60
fine_tuned,24,52,0.012684251181781292,60
fine_tuned,24,53,0.01275538094341755,60
fine_tuned,24,54,0.01276208832859993,60
fine_tuned,24,55,0.01100772526115179,60
fine_tuned,24,56,0.012868786230683327,60
fine_tuned,24,57,0.013292724266648293,60
fine_tuned,28,38,0.012929231859743595,60
fine_tuned,28,39,0.013356857933104038,60
fine_tuned,28,40,0.012505203485488892,60
fine_tuned,28,41,0.013126203790307045,60
fine_tuned,28,42,0.0130584966391325,60
fine_tuned,28,43,0.01328018307685852,60
fine_tuned,28,44,0.012889018282294273,60
fine_tuned,28,45,0.012762824073433876,60
fine_tuned,28,46,0.012928338721394539,60
fine_tuned,28,47,0.012942476198077202,60
fine_tuned,28,48,0.012884363532066345,60
fine_tuned,28,49,0.012955844402313232,60
fine_tuned,28,50,0.012944478541612625,60
fine_tuned,28,51,0.012892407365143299,60
fine_tuned,28,52,0.013057682663202286,60
fine_tuned,28,53,0.01299253385514021,60
fine_tuned,28,54,0.013012874871492386,60
fine_tuned,28,55,0.012066271156072617,60
fine_tuned,28,56,0.012946270406246185,60
fine_tuned,28,57,0.013523146510124207,60
fine_tuned,32,38,0.012949013151228428,60
fine_tuned,32,39,0.012887096963822842,60
fine_tuned,32,40,0.012238064780831337,60
fine_tuned,32,41,0.012957150116562843,60
fine_tuned,32,42,0.01301528885960579,60
fine_tuned,32,43,0.012960215099155903,60
fine_tuned,32,44,0.0129587072879076,60
fine_tuned,32,45,0.012879878282546997,60
fine_tuned,32,46,0.012929568067193031,60
fine_tuned,32,47,0.012943028472363949,60
fine_tuned,32,48,0.012921380810439587,60
fine_tuned,32,49,0.012940985150635242,60
fine_tuned,32,50,0.012939213775098324,60
fine_tuned,32,51,0.012958529405295849,60
fine_tuned,32,52,0.012858287431299686,60
fine_tuned,32,53,0.01293572410941124,60
fine_tuned,32,54,0.012763479724526405,60
fine_tuned,32,55,0.012938407249748707,60
fine_tuned,32,56,0.013047559186816216,60
fine_tuned,32,57,0.013016109354794025,60
fine_tuned,36,38,0.012932276353240013,60
fine_tuned,36,39,0.012864884920418262,60
fine_tuned,36,40,0.012616905383765697,60
fine_tuned,36,41,0.01294668484479189,60
fine_tuned,36,42,0.013006702065467834,60
fine_tuned,36,43,0.01296751294285059,60
fine_tuned,36,44,0.012898750603199005,60
fine_tuned,36,45,0.012915547005832195,60
fine_tuned,36,46,0.012919248081743717,60
fine_tuned,36,47,0.0129433898255229,60
fine_tuned,36,48,0.012916496954858303,60
fine_tuned,36,49,0.012906591407954693,60
fine_tuned,36,50,0.01294035091996193,60
fine_tuned,36,51,0.012976362369954586,60
fine_tuned,36,52,0.012824109755456448,60
fine_tuned,36,53,0.012929859571158886,60
fine_tuned,36,54,0.01291760616004467,60
fine_tuned,36,55,0.012884647585451603,60
fine_tuned,36,56,0.012997640296816826,60
fine_tuned,36,57,0.013001684099435806,60
fine_tuned,40,38,0.012941512279212475,60
fine_tuned,40,39,0.012938298285007477,60
fine_tuned,40,40,0.012877040542662144,60
fine_tuned,40,41,0.012953673489391804,60
fine_tuned,40,42,0.012920232489705086,60
fine_tuned,40,43,0.012949743308126926,60
fine_tuned,40,44,0.012910070829093456,60
fine_tuned,40,45,0.012910887598991394,60
fine_tuned,40,46,0.012931707315146923,60
fine_tuned,40,47,0.012940779328346252,60
fine_tuned,40,48,0.012947243638336658,60
fine_tuned,40,49,0.012923000380396843,60
fine_tuned,40,50,0.012939603067934513,60
fine_tuned,40,51,0.012955906800925732,60
fine_tuned,40,52,0.012865643016994,60
fine_tuned,40,53,0.012954133562743664,60
fine_tuned,40,54,0.012943762354552746,60
fine_tuned,40,55,0.012927228584885597,60
fine_tuned,40,56,0.012970508076250553,60
fine_tuned,40,57,0.01434287242591381,60
fine_tuned,44,38,0.012935723178088665,60
fine_tuned,44,39,0.012945717200636864,60
fine_tuned,44,40,0.012832962907850742,60
fine_tuned,44,41,0.012955632992088795,60
fine_tuned,44,42,0.012914764694869518,60
fine_tuned,44,43,0.012940638698637486,60
fine_tuned,44,44,0.012906269170343876,60
fine_tuned,44,45,0.01295357197523117,60
fine_tuned,44,46,0.012920941226184368,60
fine_tuned,44,47,0.012940028682351112,60
fine_tuned,44,48,0.01295130793005228,60
fine_tuned,44,49,0.012947876937687397,60
fine_tuned,44,50,0.01294018141925335,60
fine_tuned,44,51,0.012981830164790154,60
fine_tuned,44,52,0.012931792065501213,60
fine_tuned,44,53,0.012955639511346817,60
fine_tuned,44,54,0.012933917343616486,60
fine_tuned,44,55,0.012952807359397411,60
fine_tuned,44,56,0.012971172109246254,60
fine_tuned,44,57,0.014186173677444458,60
